"Hortaliças folhosas, frutosas e outras",Repolho - Ensopado,49.77,1.27,03.09,5.51,1.9
"Hortaliças folhosas, frutosas e outras",Repolho - Sopa,31.44,0.95,0.12,07.01,0.71
"Hortaliças folhosas, frutosas e outras",Repolho,23,1.27,0.06,5.51,1.9
"Hortaliças folhosas, frutosas e outras",Cebolinha,25,1.8,0.1,5.65,3.5
"Hortaliças folhosas, frutosas e outras",Agrião - Cru(a),25,2.58,0.66,3.65,1.6
"Hortaliças folhosas, frutosas e outras",Agrião - Cozido(a),11,2.3,0.1,1.29,0.5
"Hortaliças folhosas, frutosas e outras",Agrião - Ao vinagrete,11,2.3,0.1,1.29,0.5
"Hortaliças folhosas, frutosas e outras",Agrião - Ensopado,35.75,2.33,2.9,1.29,0.5
"Hortaliças folhosas, frutosas e outras",Agrião,25,2.58,0.66,3.65,1.6
"Hortaliças folhosas, frutosas e outras",Taioba - Cru(a),34,2.9,0.9,5.4,4.5
"Hortaliças folhosas, frutosas e outras",Taioba - Cozido(a),26,2.11,0.36,4.91,2.8
"Hortaliças folhosas, frutosas e outras",Taioba - Refogado(a),47.13,2.11,2.75,4.91,2.8
"Hortaliças folhosas, frutosas e outras",Acelga - Cru(a),19,1.8,0.2,3.74,1.6
"Hortaliças folhosas, frutosas e outras",Acelga - Cozido(a),14,1.5,0.17,2.41,1.7
"Hortaliças folhosas, frutosas e outras",Acelga - Refogado(a),47.74,1.5,3.99,2.41,1.7
"Hortaliças folhosas, frutosas e outras",Acelga,19,1.8,0.2,3.74,1.6
"Hortaliças folhosas, frutosas e outras",Beterraba branca (acelga)  - Cozido(a),14,1.5,0.17,2.41,1.7
"Hortaliças folhosas, frutosas e outras",Almeirão - Cru(a),17,1.25,0.2,3.35,3.1
"Hortaliças folhosas, frutosas e outras",Almeirão - Cozido(a),22,1.61,0.26,4.31,3.99
"Hortaliças folhosas, frutosas e outras",Almeirão - Refogado(a),52.88,1.61,3.75,4.31,3.99
"Hortaliças folhosas, frutosas e outras",Almeirão - Ao vinagrete,22,1.61,0.26,4.31,3.99
"Hortaliças folhosas, frutosas e outras",Radite - Cru(a),17,1.25,0.2,3.35,3.1
"Hortaliças folhosas, frutosas e outras",Radite - Refogado(a),52.88,1.61,3.75,4.31,3.99
"Hortaliças folhosas, frutosas e outras",Radite - Ao vinagrete,22,1.61,0.26,4.31,3.99
"Hortaliças folhosas, frutosas e outras",Brócolis - Cru(a),34,2.82,0.37,6.64,2.6
"Hortaliças folhosas, frutosas e outras",Brócolis - Cozido(a),35,2.38,0.41,7.18,3.3
